x			u
0.00000000000000e-00	1
1.01157945425990e-05	1
1.02329299228075e-05	1
1.03514216667934e-05	1
1.04712854805090e-05	1
1.05925372517729e-05	1
1.07151930523761e-05	1
1.08392691402120e-05	1
1.09647819614319e-05	1
1.10917481526240e-05	1
1.12201845430196e-05	1
1.13501081567231e-05	1
1.14815362149688e-05	1
1.16144861384034e-05	1
1.17489755493953e-05	1
1.18850222743702e-05	1
1.20226443461741e-05	1
1.21618600064637e-05	1
1.23026877081238e-05	1
1.24451461177138e-05	1
1.25892541179417e-05	1
1.27350308101666e-05	1
1.28824955169314e-05	1
1.30316677845230e-05	1
1.31825673855641e-05	1
1.33352143216332e-05	1
1.34896288259165e-05	1
1.36458313658892e-05	1
1.38038426460288e-05	1
1.39636836105594e-05	1
1.41253754462276e-05	1
1.42889395851110e-05	1
1.44543977074593e-05	1
1.46217717445672e-05	1
1.47910838816821e-05	1
1.49623565609443e-05	1
1.51356124843621e-05	1
1.53108746168203e-05	1
1.54881661891248e-05	1
1.56675107010815e-05	1
1.58489319246111e-05	1
1.60324539069004e-05	1
1.62181009735893e-05	1
1.64058977319954e-05	1
1.65958690743756e-05	1
1.67880401812256e-05	1
1.69824365246175e-05	1
1.71790838715759e-05	1
1.73780082874938e-05	1
1.75792361395869e-05	1
1.77827941003892e-05	1
1.79887091512879e-05	1
1.81970085860998e-05	1
1.84077200146895e-05	1
1.86208713666287e-05	1
1.88364908948980e-05	1
1.90546071796325e-05	1
1.92752491319094e-05	1
1.94984459975805e-05	1
1.97242273611485e-05	1
1.99526231496888e-05	1
2.01836636368156e-05	1
2.04173794466953e-05	1
2.06538015581053e-05	1
2.08929613085404e-05	1
2.11348903983665e-05	1
2.13796208950223e-05	1
2.16271852372702e-05	1
2.18776162394955e-05	1
2.21309470960564e-05	1
2.23872113856834e-05	1
2.26464430759306e-05	1
2.29086765276778e-05	1
2.31739464996848e-05	1
2.34422881531992e-05	1
2.37137370566166e-05	1
